Otu3,Otu6,Otu8,Otu22,Otu23,Otu40,Otu55,Otu61,Otu63,Otu70,Otu92,Otu105,Otu108,Otu112,Otu122,Otu124,Otu145,Otu212,Otu217,Otu290,class
0,0.524927,0.139785,0.000489,0.005376,0.194526,0.000326,0,0.049365,0.016292,0.011567,0.015314,0.007494,0.000978,0.016618,0.014826,0,0.002118,0,0,M
0,0.030138,0.293843,0,0.369966,0.015848,0.030657,0.00052,0.008054,0.00026,0.204469,0,0.00026,0.009873,0,0.028579,0,0.007534,0,0,F
0,0,0.183307,0,0.480513,0,0.012458,0,0.005161,0.199858,0.012102,0.002314,0.004805,0,0,0.062111,0,0.033814,0.001068,0.002492,M
0,0.003663,0.031502,0.037363,0.008059,0.172161,0.302564,0.013919,0.014652,0.003663,0.006593,0.012454,0.001465,0.001465,0.019048,0.000733,0.158242,0.010989,0,0.201465,M
0,0.001511,0.172205,0.001007,0.000504,0.000504,0.107251,0,0.024169,0,0.003021,0.146022,0.5428,0.001007,0,0,0,0,0,0,F
0.074766,0.724299,0,0,0,0,0,0.065421,0,0,0,0,0.009346,0,0,0,0,0.126168,0,0,F
0,0,0.131868,0.696402,0,0.000431,0.011851,0.00237,0.000215,0.000215,0.000431,0.015083,0,0,0.080802,0,0,0.004094,0.000431,0.055807,M
0.026519,0.010497,0.70442,0,0,0.000552,0.167403,0.069061,0,0,0,0,0.003867,0,0,0,0,0.000552,0.001657,0.01547,M
0,0.501784,0.061385,0.001428,0.00571,0,0.006424,0,0,0,0.002141,0.016417,0.379015,0.000714,0.024982,0,0,0,0,0,M
0,0.145773,0.099125,0.017493,0.664723,0,0.005831,0,0.008746,0,0.005831,0.002915,0,0,0,0.017493,0,0.03207,0,0,F
0,0.010806,0.17387,0,0,0.144401,0.002947,0,0.051081,0.015717,0.035363,0.120825,0,0.114931,0,0,0.318271,0,0.011788,0,M
0.020316,0.76298,0.002257,0,0.015801,0,0,0,0,0,0,0,0.153499,0,0,0,0,0.045147,0,0,M
0,0.166667,0.142857,0,0,0.071429,0,0,0.02381,0.011905,0,0,0,0,0,0.02381,0.035714,0.511905,0,0.011905,F
0,0,0.042334,0,0,0,0.751685,0.002949,0.044019,0,0.004212,0.030118,0.052864,0,0.070767,0,0,0.000842,0,0.000211,F
0,0.867306,0.001237,0,0.083204,0.001237,0.000309,0,0.000309,0,0,0.001237,0.000928,0,0,0,0,0.044231,0,0,F
0.002992,0,0.027674,0.000748,0,0.259536,0.121915,0,0.096485,0.006731,0.035901,0.056096,0.020194,0.128646,0.10172,0.004488,0.017951,0.000748,0.001496,0.116679,M
0.001901,0.780418,0.005703,0,0.101711,0.003802,0,0,0,0,0,0,0.000951,0,0,0,0,0.105513,0,0,F
0,0.033543,0.048218,0,0.001048,0,0,0.16457,0.006289,0.001048,0.022013,0,0.01153,0.001048,0,0,0.685535,0.025157,0,0,F
0,0.017271,0.001727,0,0.003454,0.386874,0.003454,0,0.015544,0.015544,0.139896,0.015544,0,0,0.38342,0,0.017271,0,0,0,F
0.000495,0.006683,0.069307,0.222525,0,0.008663,0.447772,0.009158,0,0.00099,0.025495,0.065594,0,0,0.015594,0.029455,0.09604,0.001238,0.00099,0,F
0.004443,0.345315,0.240913,0.201131,0.068053,0.000202,0,0,0.008885,0.007876,0.019588,0.009895,0.002221,0.033926,0,0,0.057149,0,0.000404,0,F
0,0.012658,0.012658,0.006329,0.006329,0.006329,0,0.025316,0.088608,0.012658,0.006329,0,0,0,0.025316,0.006329,0,0.746835,0,0.044304,F
0.010948,0.037373,0.121555,0.001133,0.00906,0,0,0.001133,0,0.000755,0.003398,0.000378,0.006418,0.000378,0,0.746697,0.047565,0.007928,0.005285,0,M
0,0.001266,0.021209,0,0.001266,0.002532,0.106679,0,0.547325,0.014878,0.002532,0,0.039886,0,0.025008,0.055397,0.177271,0.000633,0.004115,0,F
0.003223,0.006849,0.290894,0,0,0.481467,0.073731,0,0.019742,0.018936,0.003626,0.010475,0.006044,0.006446,0,0.013296,0.052377,0,0.003626,0.009267,M
0.000524,0.004981,0.059903,0.000131,0.000393,0.300433,0.189409,0.000131,0.247608,0.023201,0.040634,0.021497,0.090575,0,0,0,0,0.000262,0.003277,0.01704,F
0.001196,0.01256,0.260766,0,0.058612,0.069378,0.026914,0,0,0.022727,0.049641,0.138158,0.289474,0.018541,0.013158,0,0.016148,0.011962,0.001196,0.009569,M
0,0,0.317747,0,0.064506,0,0,0.000617,0.037809,0,0.005093,0,0.519599,0,0,0,0,0,0.032716,0.021914,M
0.001346,0.002692,0.110363,0.604307,0,0.002692,0.018843,0,0.068641,0,0,0.020188,0.021534,0.087483,0.037685,0.001346,0,0.009421,0,0.013459,F
0.001358,0.812059,0.001086,0,0.024443,0,0.001358,0,0,0.000815,0,0,0.001901,0,0,0,0.15698,0,0,0,M
0,0,0,0.002786,0.002786,0,0.005571,0,0,0,0,0,0,0,0,0,0,0.988858,0,0,F
0.000236,0,0.046103,0.713006,0,0.000118,0,0,0,0.096333,0.033369,0.010376,0.002476,0,0.04457,0.049758,0.002476,0.000825,0,0.000354,M
0.000849,0.004414,0.182513,0.249915,0.00017,0.056027,0.134975,0.001698,0.198981,0.013413,0.011715,0.045161,0,0.025806,0.028862,0.004584,0,0.000849,0.008659,0.031409,M
0,0.393939,0,0,0,0.010101,0,0,0,0,0,0,0.060606,0,0,0,0.454545,0.080808,0,0,F
0.001392,0.002785,0.117565,0.292023,0,0.30933,0.039785,0,0.04635,0.03521,0,0.064651,0.000597,0.001989,0.014919,0.004973,0.047543,0,0.016511,0.004376,M
0,0.00655,0.116448,0.086245,0.002547,0.356987,0.10917,0.002183,0.039301,0.003275,0.048035,0.054221,0.009461,0.00655,0.017831,0.025837,0.058952,0.002547,0.000728,0.05313,F
0.000211,0,0.038145,0.170495,0,0.111697,0.256481,0.01138,0.313699,0.003267,0.011907,0.017071,0.000211,0.036249,0.016122,0,0,0,0.005901,0.007165,M
0,0.195545,0.113861,0,0.044554,0,0.014851,0,0.180693,0.039604,0.022277,0.108911,0.007426,0,0,0,0.029703,0.175743,0.00495,0.061881,M
0,0.003727,0.099515,0.194931,0.380917,0,0.037644,0.001491,0,0.033545,0.007454,0.045844,0,0,0.0082,0.179277,0,0.007454,0,0,F
0.00135,0,0.536799,0,0,0,0,0,0,0,0.111411,0,0,0,0,0.319379,0,0.03106,0,0,F
0.063025,0.277311,0,0,0,0,0,0.302521,0,0,0,0,0,0,0,0,0,0.357143,0,0,F
0,0.001378,0.210164,0.293433,0.003674,0,0.000612,0,0,0,0.001684,0,0.45584,0,0,0,0,0,0.000153,0.033063,M
0,0,0.059949,0.43641,0.000508,0.222523,0.164268,0.001355,0.051143,0.001524,0.00525,0.028112,0.009145,0.001693,0.006605,0.003218,0.004742,0,0,0.003556,M
0.000549,0.00384,0.009051,0.012342,0.000274,0.112726,0.02057,0,0.072408,0.016182,0.330225,0.013988,0.004663,0.00192,0.012617,0.37932,0.006857,0,0,0.002468,F
0,0.026097,0.209964,0.225386,0,0.027284,0.208778,0,0.015421,0.003559,0.008304,0.002372,0.033215,0,0.002372,0,0.233689,0.003559,0,0,F
0,0,0.078008,0.170739,0,0.158835,0.2948,0.000313,0.14881,0.00094,0.025063,0.033521,0.001253,0,0.019737,0.007206,0.059524,0,0.000313,0.00094,F
0,0.007205,0.409222,0,0.01585,0.341499,0.004323,0,0.005764,0.004323,0.01585,0.001441,0,0.113833,0.011527,0.002882,0.04611,0.014409,0,0.005764,M
0,0.001121,0.017937,0.04148,0,0.4787,0.005605,0,0.119955,0,0.068386,0,0,0,0.012332,0.020179,0.227578,0.001121,0.005605,0,F
0.001144,0.001144,0.398169,0.133295,0,0.08524,0.007437,0.045767,0.022311,0.005721,0.017162,0,0,0,0.201945,0.008009,0.054348,0.004005,0,0.014302,F
0.000818,0.004906,0.057236,0.426002,0.000818,0.085037,0.031889,0.032706,0.01063,0.000818,0.039248,0.006541,0.005724,0.004088,0.008994,0,0.267375,0.004906,0.012265,0,M
0.000327,0.000817,0.627022,0,0,0,0,0,0.323313,0,0.047215,0,0.000163,0,0,0,0.000163,0.000163,0.000817,0,M
0.006478,0,0.096626,0.344939,0,0.22915,0.023482,0.00054,0.032659,0.128745,0.002969,0.05587,0.006208,0.030769,0.007287,0.007557,0.002429,0,0.00027,0.024022,M
0,0.0325,0.085,0,0,0.0075,0.16,0,0.28,0.0025,0.0575,0.0125,0,0,0.0025,0,0.35,0.0025,0.0075,0,F
0.004456,0.034759,0.185383,0.001783,0.019608,0,0.008913,0.016934,0.000891,0,0.039216,0.004456,0.346702,0,0,0.00713,0.198752,0.114082,0.016934,0,F
0,0.549398,0.096386,0,0.016867,0.014458,0.014458,0,0.004819,0,0.009639,0,0.016867,0.00241,0.014458,0.021687,0.238554,0,0,0,F
0.00041,0.035685,0.080804,0,0.056194,0.026661,0.35767,0,0.015997,0.031993,0.2137,0.04799,0.003692,0.042658,0.009844,0.00041,0.050041,0.012715,0,0.013536,F
0,0.000795,0.053803,0.000795,0,0.766499,0,0,0.061755,0,0.000795,0.00053,0,0,0.045852,0.036576,0.013517,0.004771,0,0.014312,F
0.003441,0,0.195458,0.205781,0.001376,0.128011,0.128011,0.008947,0.083276,0.013076,0.065382,0.0468,0,0,0.008259,0.001376,0.097041,0.000688,0.013076,0,M
0,0.000586,0.238207,0,0,0,0.000879,0.384706,0,0,0.003809,0,0.001758,0,0,0,0.365661,0.001172,0,0.003223,M
0.014205,0.005682,0.485795,0,0,0.005682,0.002841,0.002841,0.011364,0,0.036932,0.045455,0.002841,0,0,0.008523,0.329545,0.025568,0.011364,0.011364,M
0,0.023753,0.287411,0.534442,0.007126,0,0.004751,0,0.005938,0,0.010689,0.003563,0.010689,0,0.015439,0,0.085511,0.004751,0.004751,0.001188,F
0.001451,0.000726,0.11611,0.371553,0.060232,0.147315,0.040639,0,0.01016,0.01016,0.010885,0.050798,0.039913,0,0.002903,0.007983,0.113208,0.013062,0.002177,0.000726,M
0,0,0.013636,0,0,0.327273,0.013636,0,0.154545,0.009091,0.131818,0,0.022727,0,0.013636,0.277273,0.027273,0,0.009091,0,F
0,0.029412,0.247489,0.007891,0.007174,0.052367,0.012195,0.002152,0.129842,0,0.040172,0.274032,0.000717,0.001435,0.040172,0.003587,0.061693,0.086083,0.001435,0.002152,F
0.000702,0.195225,0.113764,0.009129,0.004213,0.177669,0.191713,0,0.148876,0.001404,0.105337,0,0,0,0.007022,0.015449,0.009129,0.016854,0.003511,0,F
0.009346,0.065421,0,0.074766,0.009346,0.018692,0,0,0.17757,0,0,0,0.102804,0,0.046729,0,0,0.495327,0,0,F
0,0.001365,0,0.180887,0,0.445734,0.098294,0,0.022526,0.005461,0,0.003413,0,0,0.012287,0,0.230034,0,0,0,F
0,0.545703,0.11869,0,0.012278,0,0.098226,0,0.006821,0,0.005457,0.017735,0.07367,0,0,0.010914,0.066849,0.042292,0.001364,0,F
0.008493,0.600849,0.276008,0,0.057325,0.006369,0.002123,0.014862,0.014862,0.004246,0.004246,0,0.002123,0,0,0,0.004246,0.004246,0,0,F
0,0,0.341221,0.070992,0.10687,0.027481,0.003817,0,0.025191,0,0,0.172519,0.129771,0.00687,0.01374,0.00916,0.070992,0.021374,0,0,F
0,0,0.070466,0.329611,0.013862,0.010397,0.011552,0.002695,0.110127,0.045437,0.044282,0.028109,0.008086,0.001155,0.021563,0.177127,0.111667,0.013092,0.000385,0.000385,F
0,0.000883,0.593998,0,0.00353,0,0,0.025596,0,0,0,0,0.001765,0,0,0,0,0.374228,0,0,F
0.000371,0,0.559347,0.000742,0.016691,0.001113,0.009273,0,0.000371,0,0.043398,0.01632,0.304896,0.000742,0,0.045252,0.000371,0.000742,0,0.000371,F
0.173965,0,0.171006,0,0.001775,0.002367,0,0.001775,0,0,0.001183,0,0.636095,0,0,0.004142,0,0.004734,0.001775,0.001183,M
0,0.389163,0.05665,0.004926,0.283251,0.034483,0.03202,0,0.014778,0,0.004926,0,0.039409,0,0,0,0,0.140394,0,0,F
0,0.001155,0.051963,0.491917,0,0.009238,0.200924,0,0.004619,0.001155,0.006928,0.003464,0,0.013857,0.015012,0,0.192841,0.006928,0,0,M
0.001876,0.146341,0.076923,0,0.007505,0,0.001876,0,0.005629,0,0.013133,0,0.033771,0.005629,0.007505,0,0.60788,0.090056,0.001876,0,F
0.003185,0.01562,0.083258,0.423567,0,0.176221,0.068396,0.123901,0.021686,0.000152,0.030937,0.010767,0.001213,0.000152,0.00182,0.00364,0.004853,0.000152,0.027904,0.002578,M
0,0.087379,0.05178,0.003236,0.080906,0.093851,0.008091,0.001618,0.05178,0,0.05178,0.001618,0.006472,0.003236,0.009709,0.004854,0.506472,0.021036,0.016181,0,F
0.001198,0,0.411976,0,0.299401,0.002994,0,0,0,0.001198,0.220359,0.000599,0.011976,0,0,0,0.037126,0.007784,0.005389,0,F
0.126016,0.028455,0.134146,0,0,0,0,0.48374,0,0,0.113821,0,0,0,0,0,0.101626,0.012195,0,0,M
0,0.21118,0.049689,0.111801,0.014493,0.093168,0.00207,0,0.033126,0.082816,0.037267,0.010352,0.037267,0,0.00207,0,0.302277,0.012422,0,0,F
0,0.145965,0.123068,0.046938,0.008586,0.0498,0.005724,0,0.003434,0.010303,0.0498,0.042931,0.214654,0.012021,0.00229,0.000572,0.274757,0.00229,0,0.006869,F
0,0.00337,0.231343,0,0,0.390226,0.006259,0.183197,0.078479,0,0.035388,0.004574,0.015888,0.010592,0.009389,0.000722,0.029369,0,0,0.001204,M
0,0.149816,0.031863,0.035846,0.005821,0.245404,0.396446,0,0.010723,0.001225,0.004289,0.071385,0.007353,0,0.008578,0.001532,0.001838,0.02788,0,0,F
0,0,0.000938,0,0,0.43621,0.02439,0,0.003752,0.00469,0.007505,0,0,0.009381,0.065666,0,0.385553,0.049719,0,0.012195,M
0.000592,0.001775,0.189282,0.202413,0,0,0.046611,0.000118,0,0,0.065539,0.105406,0.323081,0.057731,0.004377,0.002366,0,0.00071,0,0,M
0.001966,0,0.997919,0,0,0,0,0,0,0,0,0,0,0,0,0.000116,0,0,0,0,F
0.020231,0.00289,0.008671,0.008671,0,0,0,0,0,0,0,0,0,0,0,0,0.959538,0,0,0,F
0,0,0.941377,0,0,0.026181,0.003415,0,0.002277,0,0.003984,0.022197,0,0,0,0,0.000569,0,0,0,M
0.051545,0,0.889221,0,0,0,0.000427,0.001282,0.016944,0,0.009398,0.000427,0,0.02563,0,0.000285,0.00057,0,0.002563,0.001709,M
0.002411,0.003315,0.338156,0,0,0.000904,0.001507,0.002712,0.06088,0,0.158831,0.06962,0.259192,0.02381,0,0.000603,0.072031,0.001808,0,0.004219,M
0,0,0.333286,0.419017,0,0.003543,0.037693,0.001275,0.022247,0.008077,0.037693,0.056114,0.070993,0,0.010061,0,0,0,0,0,F
0,0.064268,0.118923,0.000549,0,0.288932,0.025817,0.008239,0.130459,0.049437,0.003845,0.03131,0.020599,0.026092,0,0.224389,0,0.003845,0,0.003296,M
0.078544,0.005747,0.787995,0.002554,0,0,0,0,0,0,0,0,0.092593,0,0,0,0,0.032567,0,0,F
0,0.002809,0.060393,0.005618,0.004213,0,0,0,0,0,0.009831,0.001404,0.074438,0,0,0.002809,0.794944,0.043539,0,0,F
0.00111,0.000555,0.672959,0,0,0,0,0.003887,0.00111,0.002221,0.001666,0.121044,0.032204,0,0.108828,0.053304,0,0,0.00111,0,M
0.04434,0,0.007547,0,0,0,0.022642,0.000943,0.781132,0,0,0,0,0,0,0,0.00283,0.007547,0.133019,0,M
0,0,0.253465,0,0,0.013861,0.10429,0.111551,0.073927,0,0.088449,0,0,0,0,0,0.341914,0.00066,0.011881,0,M
0.175824,0.001499,0.507992,0.167333,0,0.08991,0.005495,0,0,0.024476,0.009491,0.001499,0.004995,0,0.004995,0,0,0,0,0.006494,F
0,0,0.69548,0,0.000793,0,0.001586,0.009516,0.025377,0.000793,0.005551,0.007137,0,0,0,0,0.250595,0.003172,0,0,F
0,0.001368,0,0.035568,0,0.539672,0.135431,0.001026,0.001026,0.058824,0.042066,0.052326,0,0,0.026334,0.034542,0.071477,0,0.000342,0,F
0.002717,0.005435,0.626359,0,0.002717,0,0.013587,0.047554,0.029891,0.01087,0,0.013587,0.009511,0.006793,0.002717,0.01087,0.197011,0,0.009511,0.01087,M
0,0.002638,0.238378,0.357732,0,0.178371,0.001484,0,0.052094,0.008408,0.00511,0.00033,0.009891,0.004121,0.008902,0,0.124464,0.000165,0,0.007913,M
0.000391,0.004301,0.037146,0.764418,0,0.000587,0.012317,0,0.017986,0.042424,0.006452,0.000196,0.011144,0,0.016813,0,0.076051,0.004301,0.002542,0.002933,M
0,0.196627,0,0.003066,0,0.461096,0.005749,0,0.118819,0.108854,0.046761,0.012649,0.045228,0,0,0,0.00115,0,0,0,F
0,0,0.191838,0,0,0,0.234172,0.106407,0.144165,0.036995,0.004958,0,0.065217,0,0,0.075515,0.136537,0,0,0.004195,M
0.009489,0.791686,0,0,0.194306,0,0.000904,0,0.000452,0,0,0.000452,0.001808,0,0,0.000904,0,0,0,0,F
0,0.099479,0.044055,0.081004,0.631454,0.035054,0.01279,0.000474,0.002369,0.002842,0.005685,0.000947,0.000947,0.04595,0.002842,0.002842,0,0.023685,0.004737,0.002842,F
0,0,0.671816,0.199438,0,0.001873,0,0.004213,0.004682,0,0.000936,0.013577,0.020131,0,0.076779,0,0.000936,0.003277,0.002341,0,M
0.00094,0.051222,0,0,0.119361,0,0.021147,0.00235,0.029135,0,0.007049,0.007049,0.708177,0.039004,0,0,0.007049,0.007519,0,0,M
0,0.003091,0.178808,0.063135,0.089183,0.157616,0.041501,0,0.005298,0.011921,0.054746,0,0.002208,0,0.020309,0.007064,0.362914,0.000442,0.000442,0.001325,M
0.010336,0.112403,0,0.399225,0,0,0.056848,0,0.047804,0,0.277778,0,0,0,0,0,0,0.003876,0.087855,0.003876,M
0,0.002367,0.027219,0.027219,0.001183,0.269822,0,0.008284,0.048521,0,0.024852,0.00355,0,0.001183,0.020118,0.03432,0.528994,0,0.002367,0,F
0,0.017751,0.008876,0,0,0.008876,0.289941,0.047337,0.008876,0.017751,0.008876,0,0,0,0.008876,0,0.579882,0,0,0.002959,M
0,0.175592,0.158157,0.002491,0,0.058531,0.220423,0.004981,0.016189,0,0,0.001245,0,0,0,0,0.353674,0,0.006227,0.002491,M
0.00066,0,0.367657,0,0.013201,0.00066,0,0.00099,0.050165,0,0.009571,0.482838,0,0.046205,0,0.024752,0.00099,0.00132,0.00033,0.00066,F
0,0.001174,0.018779,0,0,0.034038,0.008216,0.001174,0.002347,0.001174,0.005869,0,0,0,0,0.002347,0.924883,0,0,0,F
0.013296,0.001662,0.72133,0,0.18338,0,0.060388,0,0,0,0.011634,0.004986,0,0,0,0,0,0.000554,0,0.00277,M
0.006609,0.000422,0.538883,0,0,0.052173,0.008438,0,0.225988,0,0.098439,0.005484,0.005063,0,0.037407,0.00886,0.000563,0.000703,0,0.010969,M
0,0.00312,0.608424,0.00156,0.123245,0,0,0.00936,0,0.00312,0,0,0,0,0,0,0.00312,0.24805,0,0,M
0,0.004006,0.184592,0.002465,0,0.002465,0.561171,0.026194,0.063482,0,0.000924,0.049923,0,0.061325,0,0,0.029276,0.002465,0.007704,0.004006,M
0,0.000452,0.343877,0,0.023949,0.093538,0,0.002259,0.073656,0,0.317668,0,0,0,0,0,0.06507,0.019883,0.059648,0,F
0,0,0,0.005477,0.014867,0.456964,0,0,0.162754,0.110329,0.002347,0.004695,0.002347,0.014085,0,0,0.121283,0.064163,0.026604,0.014085,M
0.006851,0.127817,0.167478,0.003786,0,0.206778,0.000901,0.081485,0.284839,0.013521,0.042906,0.005589,0.00018,0,0.000721,0.005228,0,0,0.04543,0.00649,M
0,0.074428,0.067983,0.554678,0,0.147193,0,0.000416,0.053638,0.005198,0.01684,0.007484,0.00395,0.019335,0.014761,0,0.033888,0.000208,0,0,F
0,0.497781,0.350973,0,0.000341,0.002731,0.000341,0.00239,0.035507,0.010925,0.038238,0,0.001707,0,0.001024,0.050529,0,0,0.007511,0,F
0.002022,0.040445,0.33367,0,0.286148,0,0.001011,0,0.08089,0.001011,0.048534,0.157735,0.001011,0,0,0,0.035389,0.011122,0.001011,0,F
0.021236,0.605127,0.262483,0,0.050507,0,0,0.000191,0.032523,0,0,0,0.004209,0,0,0.000191,0,0.006505,0,0.017027,F
0,0.0725,0.0425,0,0,0.01375,0.025,0,0.025,0.2725,0.00625,0.00375,0,0.00125,0.01375,0.165,0.355,0.00375,0,0,F
0,0.384615,0.080128,0,0,0.048077,0.044872,0,0,0,0.105769,0.009615,0.032051,0,0,0,0.282051,0.00641,0.00641,0,F
0,0,0.237984,0,0.365768,0,0.031653,0,0.057444,0,0.086753,0.003517,0.009379,0.109027,0.038687,0,0.042204,0.001172,0.016413,0,M
0,0.001639,0.081148,0.761475,0.008607,0.087705,0.007377,0.00041,0.005328,0.002869,0.00123,0,0,0.015984,0.023361,0,0.00123,0,0.001639,0,M
0.068085,0,0.858156,0.011348,0,0.001418,0,0,0,0,0,0,0.060993,0,0,0,0,0,0,0,F
0.001833,0.069543,0.864947,0.000367,0.0088,0,0.000856,0,0,0,0.0044,0.036788,0.001222,0,0.001344,0.001467,0.008311,0.000122,0,0,M
0,0.001248,0.166875,0,0.007491,0.037037,0,0.000416,0,0,0.168955,0.044112,0.500624,0,0,0.072826,0,0,0,0.000416,F
0,0.452241,0.137004,0,0,0.219206,0.116517,0,0.02356,0.00128,0.020999,0,0.025864,0,0.001024,0.000512,0.001793,0,0,0,F
0.001536,0.136713,0,0,0.746544,0,0.003072,0,0.041475,0,0.021505,0,0,0,0,0,0,0.049155,0,0,M
0.001847,0.002519,0.242821,0.079261,0.000168,0.355668,0.014945,0,0.000336,0.012594,0.00974,0.013602,0.156339,0,0.089673,0.001511,0,0.005038,0.013938,0,F
0,0.01203,0.025564,0.001504,0,0.027068,0.129323,0.006015,0.022556,0,0.027068,0.001504,0.046617,0.007519,0.009023,0,0.678195,0,0,0.006015,F
0,0.246094,0.015625,0,0.007812,0.007812,0,0,0,0,0.003906,0,0,0.003906,0,0,0.714844,0,0,0,M
0,0,0.000363,0.001452,0,0.000363,0.147005,0,0.030853,0.000363,0.002541,0.345917,0.000363,0.257713,0,0.198911,0,0,0.000363,0.013793,M
0.003093,0,0.223711,0,0.125773,0.062371,0.001546,0.059278,0,0.002577,0.011856,0.030928,0.293814,0,0,0,0.133505,0.051546,0,0,M
0,0.010471,0.167539,0,0.188482,0,0,0,0.010471,0.005236,0,0,0.172775,0,0,0.005236,0.298429,0.141361,0,0,M
0,0.015464,0,0,0.561856,0.034021,0,0,0.040206,0,0.015464,0.014433,0.093814,0.002062,0,0.004124,0.192784,0.02268,0,0.003093,M
0.001916,0.074713,0.178161,0.003831,0,0.015326,0.193487,0,0.021073,0.076628,0,0.011494,0,0.005747,0.084291,0.003831,0.308429,0,0,0.021073,F
0,0.48,0.08,0,0,0.02,0.12,0,0,0,0,0.04,0,0,0,0,0.08,0.18,0,0,M
0.000509,0.001273,0.50522,0.000255,0.002546,0.012732,0.379934,0.000255,0.006875,0.013751,0.010186,0.015788,0,0,0.042271,0.005857,0,0.002292,0.000255,0,M
0,0.027397,0,0,0.022831,0,0,0,0.214612,0,0.077626,0,0.009132,0,0,0.009132,0.630137,0,0.009132,0,F
0,0.297806,0.034483,0.021944,0.021944,0.084639,0,0,0,0,0.003135,0,0.291536,0.003135,0,0,0.23511,0,0.00627,0,F
0,0.008954,0.000407,0.441595,0.001221,0.332519,0.034188,0,0,0,0.042328,0.030118,0.0407,0.000814,0,0.004884,0.06105,0,0,0.001221,F
0.002413,0,0,0,0.589286,0.000965,0.010135,0,0.004826,0,0.030888,0.000483,0,0,0,0.000965,0.360039,0,0,0,F
0,0.057143,0.371429,0.114286,0,0.114286,0,0,0.085714,0,0,0,0,0,0,0.085714,0,0.171429,0,0,F
0.020266,0.052824,0.175415,0,0.743522,0,0,0,0.000332,0,0.004319,0.001661,0.000332,0,0,0,0,0.001329,0,0,M
0,0.022393,0.223289,0.00128,0,0.12412,0.143954,0,0.028151,0.026871,0.092131,0.008957,0.113244,0,0.019194,0.008317,0.15547,0.028791,0,0.003839,F
0.010381,0.941176,0.013841,0,0,0.00692,0,0.00692,0,0,0,0,0.010381,0,0,0,0.00346,0.00692,0,0,F
0,0,0.133333,0.333333,0.133333,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
0.011236,0.067416,0,0,0,0,0,0,0,0.516854,0.168539,0.044944,0.011236,0,0,0,0.179775,0,0,0,F
0,0.048544,0.021845,0.012136,0,0.043689,0.031553,0,0,0.007282,0.007282,0,0.009709,0,0,0.021845,0.76699,0.029126,0,0,M
0.011737,0.190141,0,0,0,0.00939,0.157277,0.029343,0,0.015258,0.158451,0.112676,0.036385,0,0,0.016432,0.253521,0,0.004695,0.004695,M
0,0.020356,0.020552,0.000098,0.899687,0.026032,0.000098,0.001272,0.019965,0.00137,0.002838,0.005089,0.000783,0,0.000098,0,0.000098,0.000587,0,0.001077,F
0,0.013255,0.385862,0.064801,0,0.004418,0.276878,0,0.036819,0.02651,0.139912,0.002946,0,0.001473,0.014728,0.004418,0,0.002946,0.0162,0.008837,F
0.014706,0.176471,0,0,0.029412,0,0.044118,0,0,0.455882,0,0.044118,0,0,0,0,0.176471,0.058824,0,0,F
0.001138,0,0,0.000759,0.017071,0.254932,0.061457,0.000759,0.183991,0.007967,0.028832,0.005311,0.020486,0.01176,0.014795,0,0.389226,0.001517,0,0,M
0.000977,0.018555,0.070312,0.559245,0.000977,0.170898,0.009115,0,0.013021,0.011393,0.000326,0,0,0,0.026693,0.044922,0.072266,0,0.001302,0,F
0,0.092424,0,0.018182,0,0.072727,0.115152,0,0.015152,0,0.04697,0,0,0,0.010606,0.00303,0.624242,0.001515,0,0,M
0.002366,0.038644,0,0.264984,0.148265,0.142744,0.036278,0.05836,0.07571,0.06388,0.001577,0.062303,0.012618,0.014196,0.044953,0,0,0.015773,0,0.01735,M
0,0.16976,0.036026,0.484716,0,0.000546,0.139738,0,0.001092,0.036026,0,0,0.090611,0.001092,0.001092,0.00655,0.032751,0,0,0,M
0.000714,0.000714,0,0.337857,0,0.337143,0.004286,0,0.073571,0,0.025,0.002857,0.027143,0.028571,0,0.005,0.153571,0,0.000714,0.002857,M
0,0.000883,0.077693,0.469099,0.332254,0.003826,0.021189,0,0.010889,0,0,0.073867,0,0.00412,0,0,0.004414,0.001766,0,0,M
0.014201,0.015385,0.00355,0.014201,0.925444,0.007101,0,0,0,0.001183,0,0,0,0,0,0,0,0.018935,0,0,M
0,0.123648,0.018547,0,0,0.160742,0.477589,0.001546,0.034003,0.1051,0.007728,0.020093,0.003091,0,0.032457,0.004637,0.010819,0,0,0,F
0,0.032823,0,0.277899,0.010941,0.374179,0.050328,0,0.030635,0,0.07221,0.004376,0,0,0.004376,0.063457,0,0.067834,0,0.010941,F
0,0.004717,0,0.417453,0,0.068396,0.002358,0,0.014151,0.090802,0,0.010613,0.002358,0.010613,0.001179,0,0.377358,0,0,0,M
0,0.593006,0.280506,0,0.077009,0.000372,0.00186,0.000744,0.001488,0,0.008557,0.004836,0,0,0,0.000744,0.000372,0.029762,0.000744,0,F
0.002732,0.001366,0.184426,0,0.002732,0.607924,0.019126,0.001366,0.09153,0,0.043716,0,0.021858,0,0,0.004098,0,0.019126,0,0,F
0,0.008475,0.012712,0,0,0.105932,0.173729,0,0.014831,0.03178,0.008475,0,0,0,0.004237,0,0.625,0.014831,0,0,M
0,0.021505,0.325269,0.026882,0.021505,0,0.002688,0,0.002688,0,0.034946,0.002688,0.002688,0.008065,0.005376,0,0.543011,0.002688,0,0,F
