Otu9,Otu11,Otu34,Otu36,Otu39,Otu66,Otu72,Otu74,Otu91,Otu100,Otu134,Otu135,Otu139,Otu145,Otu149,Otu156,Otu188,Otu245,Otu246,Otu256,Otu257,Otu282,Otu292,Otu314,Otu316,Otu318,Otu354,Otu364,Otu370,Otu425,Otu436,Otu443,Otu468,Otu501,Otu513,Otu540,Otu596,Otu603,Otu702,Otu1029,class
0.000631,0.362618,0.004574,0,0,0,0.018454,0.000946,0.000158,0.000158,0.213091,0.000158,0,0.000473,0.001262,0.027603,0.126498,0.003155,0,0.055836,0.088013,0,0.000789,0.017192,0,0.021609,0.000473,0,0.025079,0.002208,0,0,0,0.008675,0.011514,0,0.000473,0.005363,0.002997,0,Romania
0,0.055919,0.015251,0,0,0,0.002905,0,0.000726,0,0.208424,0,0,0.100218,0.072622,0.052288,0.072622,0.015251,0.044299,0.03268,0.039942,0.125635,0.000726,0.04793,0,0.000726,0.013798,0,0.00581,0.018155,0.027596,0,0.007988,0,0.015977,0,0.007988,0.013798,0.000726,0,Romania
0.007874,0.003937,0.003937,0.007874,0,0,0.244094,0.240157,0.003937,0,0.019685,0,0,0,0.047244,0.074803,0.051181,0,0,0,0,0.047244,0,0.082677,0.003937,0.007874,0,0,0,0.023622,0,0,0.015748,0.007874,0.031496,0,0.007874,0,0.066929,0,Romania
0.003384,0.043429,0.00705,0,0.00564,0,0.129724,0,0,0,0.298364,0,0.000282,0.150592,0,0.029047,0.049915,0.00846,0,0.051889,0,0.062042,0.004794,0.075296,0.009306,0.003102,0.005922,0.001128,0.021151,0.013536,0,0.000282,0.011562,0.007896,0.005076,0,0.001128,0,0,0,Romania
0.000615,0.664975,0.01692,0.000308,0.001231,0,0.002307,0.039379,0.012921,0,0.160283,0.000308,0,0.008922,0.000461,0.007999,0.001692,0.002307,0,0.007691,0.03138,0,0.001231,0.000154,0,0.007691,0,0.000154,0.006461,0.002615,0.001846,0,0.000461,0.008922,0.002154,0.003999,0,0.000308,0.004307,0,Romania
0,0.275862,0.034483,0,0,0,0.034483,0,0,0,0.206897,0.241379,0,0.034483,0,0,0,0,0,0,0.068966,0,0,0.103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Romania
0,0,0.171318,0,0.020383,0.044892,0,0,0.038826,0,0.297258,0,0.000485,0.001941,0.014074,0.045863,0.080563,0.00728,0.000728,0.005824,0,0.010434,0.003397,0.066003,0.006794,0,0.024023,0.000485,0.005096,0,0.033244,0,0.042951,0.00728,0.054113,0.012133,0.001456,0,0.002184,0.000971,Romania
0,0.086063,0.005658,0.000596,0.094997,0.044669,0.000893,0.007147,0.018761,0,0.158725,0,0.003276,0.108398,0.019952,0.06075,0.088446,0.021441,0.005956,0.015188,0.061644,0.000298,0.009827,0.036927,0,0,0.018463,0.021441,0.001191,0.011316,0.02025,0,0.002382,0.056284,0.005063,0.011614,0.002382,0,0,0,Romania
0.003139,0,0.009417,0,0.001794,0.042152,0.000448,0.003139,0.086547,0,0.301345,0.000448,0,0.004484,0.001345,0.118834,0.095516,0.006278,0,0.099103,0.0713,0,0.001345,0,0.004036,0.004484,0.011659,0.003587,0.076233,0,0.003139,0,0,0.029148,0.011211,0,0,0.001345,0.00852,0,Romania
0,0,0.073359,0,0.015996,0.000552,0.008825,0,0.002206,0,0.15775,0.02096,0.2984,0.014341,0,0.039162,0.02813,0,0,0.03144,0,0.091561,0,0,0,0.001103,0.027027,0.022063,0.03861,0.083287,0.015444,0,0.008274,0,0,0.009928,0,0,0.011583,0,Romania
0,0,0,0,0.011905,0,0,0.636905,0.035714,0,0,0,0.017857,0.095238,0.005952,0,0.011905,0,0,0,0,0,0.011905,0,0,0,0.142857,0,0,0,0.005952,0,0.02381,0,0,0,0,0,0,0,Romania
0,0.000771,0.017726,0,0.000771,0,0,0.031599,0,0,0.37264,0.000385,0,0.023507,0.022351,0.074374,0.121773,0.013487,0,0.018497,0.131792,0,0.002697,0,0,0.031599,0.007707,0,0.046628,0,0.035838,0.001156,0.001927,0.010405,0,0.017726,0,0.002697,0.011946,0,Romania
0.00962,0.079846,0.010582,0,0.021164,0.005291,0.078403,0,0.138528,0,0.035113,0,0.000962,0.066859,0.045695,0.037999,0.056758,0.011544,0.021164,0,0.01443,0.000481,0.002886,0.094757,0.007696,0.003848,0.109668,0.007696,0.001924,0.013949,0.029341,0,0.025974,0.007696,0.011063,0.023088,0.002886,0.017316,0.005772,0,Romania
0,0.001929,0,0,0,0.002893,0.015429,0,0,0,0.029894,0.015429,0.047252,0.008679,0,0.017358,0.010608,0.005786,0,0.19865,0.004822,0.058824,0.001929,0,0.002893,0.135005,0.002893,0.001929,0.144648,0.000964,0.081003,0,0,0,0.011572,0.037608,0.026037,0,0.135969,0,Romania
0,0.069565,0.0294,0,0,0,0.04472,0.013251,0.007039,0,0.00911,0,0.000828,0.006211,0.038923,0,0.045135,0.005797,0.167702,0.005383,0,0.142443,0.007039,0.149896,0.045963,0.000414,0.003727,0,0.004969,0.021532,0.035611,0,0.043478,0.001242,0.026087,0.009524,0.008696,0.042236,0.014079,0,Romania
0.000979,0,0,0,0,0.03428,0.17238,0.113614,0,0,0.033301,0.006856,0.095005,0.107738,0,0.012733,0.085211,0,0,0.014691,0.01665,0.030362,0.000979,0,0,0.046033,0.001959,0,0.029383,0.054848,0,0,0,0.010774,0.003918,0,0.001959,0.126347,0,0,Romania
0.002911,0.69605,0,0.0079,0,0,0.002079,0,0,0.037422,0.000832,0,0,0.163825,0,0,0.002079,0.016632,0,0.000416,0,0,0,0,0.004158,0,0.001663,0,0.008316,0,0.021622,0,0,0,0.000832,0,0.007484,0,0.024948,0.000832,Romania
0,0.144106,0,0.001141,0.035741,0.186312,0.007985,0.00076,0.040304,0,0.00038,0,0,0.125095,0.067681,0.071863,0.021293,0.012167,0.009506,0.003802,0,0.00038,0.013688,0.038403,0.028897,0,0.042586,0,0,0.012928,0.030418,0,0.052852,0.00038,0.031939,0.011027,0.005703,0.002662,0,0,Romania
0,0.020755,0.007547,0,0.003774,0.001887,0.503774,0,0.013208,0,0.039623,0,0.05283,0.122642,0.04717,0.001887,0.009434,0.003774,0.009434,0.011321,0.00566,0,0.00566,0.024528,0.001887,0,0.015094,0.001887,0.001887,0.013208,0.018868,0,0.00566,0.00566,0.016981,0.022642,0,0.009434,0.001887,0,Romania
0.003386,0.709932,0.000752,0,0.013544,0.003386,0,0.010534,0.01392,0,0.144846,0.001505,0,0.000376,0.000752,0,0.009782,0.007901,0.004515,0.000376,0.001505,0,0.006772,0.014673,0.00602,0.008277,0,0,0.001129,0.004138,0.012415,0,0.011287,0,0,0.008277,0,0,0,0,Romania
0.004507,0.007887,0.002817,0.002254,0.001127,0.006761,0.001127,0.00507,0.001127,0.000563,0.043944,0,0.033239,0.123944,0.021972,0.087887,0.114366,0.049014,0.010141,0.04169,0.049014,0.24169,0.000563,0.000563,0.006761,0.012394,0.027042,0.002254,0.004507,0.007324,0,0,0.012958,0.010704,0.011268,0.017465,0.009014,0.008451,0.018592,0,Romania
0.003192,0.021888,0,0,0.038304,0.012312,0.012768,0.048336,0.028272,0.008664,0.001368,0.000456,0.043776,0.328317,0,0,0,0.001368,0,0,0,0.111263,0.005016,0.168719,0,0,0.114455,0.01824,0,0,0.009576,0.00456,0,0,0.001824,0.014136,0,0,0,0.003192,Romania
0,0,0.462953,0,0,0.016766,0.127637,0,0,0,0.031909,0.002163,0.011898,0.067063,0,0.004327,0,0,0,0,0,0.000541,0,0.181179,0,0,0.029205,0,0,0.004867,0,0.000541,0,0,0.058951,0,0,0,0,0,Romania
0.008016,0.009018,0.003006,0.01002,0.09018,0.016032,0.006012,0.014028,0.08016,0,0.029058,0.003006,0,0.167335,0.051102,0.009018,0.007014,0.00501,0.024048,0,0.00501,0.008016,0.00501,0.041082,0,0,0.247495,0,0.002004,0.001002,0.048096,0,0.028056,0.002004,0.01002,0,0.028056,0.041082,0.001002,0,Romania
0.001961,0,0.004577,0,0.031056,0,0,0.019614,0.050997,0.003596,0.235698,0,0.000327,0,0.005557,0.094148,0.072573,0.005557,0.000981,0.288983,0.059823,0.002615,0,0.063746,0.000981,0,0.009153,0,0.008826,0.002615,0,0,0.008173,0.007192,0.00948,0,0,0,0.011115,0.000654,France
0.005682,0,0,0.001894,0,0.052083,0.054924,0.003788,0,0,0.194129,0,0,0,0,0.085227,0.122159,0.003788,0,0.118371,0,0.214015,0.012311,0.001894,0,0,0,0,0.122159,0,0,0,0,0,0,0,0,0,0.007576,0,France
0.005468,0.012454,0.001823,0.000304,0.000911,0.037667,0.082321,0.109356,0.002126,0,0.020049,0.001215,0,0.004253,0.321993,0.011543,0.0161,0.00486,0.000911,0.005164,0.012454,0.001519,0.003341,0.069866,0,0.015188,0.001519,0,0.006075,0.003949,0.202612,0,0.02096,0.000911,0.001215,0,0.007594,0,0.014277,0,France
0.004115,0,0,0,0,0.006173,0.034979,0.117284,0.006173,0,0.123457,0,0.26749,0.119342,0,0.016461,0.012346,0.006173,0,0.04321,0.080247,0.069959,0,0.014403,0.004115,0,0.037037,0,0,0.016461,0.00823,0,0.004115,0,0.002058,0,0,0,0.006173,0,France
0.000577,0,0.164214,0.000289,0.048196,0,0,0,0.170563,0.003752,0.221645,0,0,0.112266,0.007215,0.052525,0.060317,0.011255,0.002597,0.023088,0.0329,0.002597,0.003463,0.034343,0.001443,0.00404,0.000289,0,0.004906,0.001443,0,0,0.017605,0.003463,0.009235,0,0,0,0.005772,0,France
0.075403,0.001464,0,0.110542,0.027818,0.020498,0,0.68082,0.014641,0.000732,0,0.00366,0.000732,0.014641,0.021962,0.008053,0.000732,0,0,0,0,0,0,0,0,0,0.016837,0,0,0,0,0.000732,0,0,0.000732,0,0,0,0,0,France
0.025283,0,0.000872,0.013514,0.003487,0,0,0.16347,0.01918,0.000872,0.147777,0,0,0.221447,0.070183,0.076286,0.082825,0.016565,0,0.006975,0.002616,0.000872,0,0.003923,0.008282,0.001308,0.009154,0,0.001308,0.035745,0.037489,0,0.032694,0,0.010898,0.003923,0,0.000436,0.002616,0,France
0.013011,0,0,0.002788,0.02974,0,0,0,0.025093,0,0.010223,0,0,0.032528,0.379182,0.082714,0.14777,0.003717,0,0.009294,0.020446,0.013011,0,0,0.100372,0,0.036245,0,0.004647,0.005576,0,0,0.004647,0.061338,0.001859,0,0,0,0.015799,0,France
0.031674,0.00905,0,0.013575,0,0.20362,0.004525,0.00905,0,0,0.0181,0.425339,0,0,0,0.072398,0.067873,0.00905,0,0.045249,0,0,0,0,0,0.0181,0.022624,0,0,0,0,0,0,0,0.049774,0,0,0,0,0,France
0,0,0,0,0,0,0.951427,0.03125,0,0,0,0.016304,0,0,0,0,0,0,0,0,0,0.001019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,France
0.034307,0,0,0.006954,0.00649,0.001391,0.29439,0.137228,0.000464,0.004172,0.008345,0.000464,0.001391,0.288827,0,0,0.009736,0,0,0.066759,0.027353,0.002782,0.004636,0,0,0,0.02828,0,0.008345,0,0,0,0.063051,0.001854,0,0,0,0.002782,0,0,France
0,0,0,0.00068,0.004762,0.209864,0.001361,0,0.136735,0.00034,0.267347,0,0,0.006463,0.006122,0.039796,0.17585,0.008844,0.00068,0.007483,0.026871,0.027891,0.00034,0,0.001701,0,0.003741,0.005782,0.010204,0.006463,0.009864,0,0.002721,0.022109,0.010884,0,0.00068,0.00102,0.003401,0,France
0.004552,0,0.002529,0.000506,0,0.4087,0.004047,0.091047,0.000506,0.001012,0.120384,0,0,0.106222,0.045018,0.026808,0.02782,0,0.004552,0.015175,0.007587,0.001517,0,0.005564,0.000506,0.000506,0.01568,0.025797,0.007587,0.003035,0.001012,0,0.021244,0,0.029843,0,0.001012,0.010116,0.010116,0,France
0,0,0,0,0,0.004739,0,0.976303,0,0,0,0.004739,0,0.00237,0.004739,0,0.00237,0,0,0,0.00237,0,0,0,0,0,0,0,0,0,0,0,0.00237,0,0,0,0,0,0,0,France
0.001773,0.015071,0,0,0.005319,0.057624,0,0.049645,0.000887,0.038121,0.001773,0.001773,0,0.66844,0.098404,0.000887,0.007092,0,0,0,0.000887,0.001773,0,0,0.009752,0.000887,0.022163,0,0,0,0,0,0.010638,0.000887,0.001773,0.001773,0,0.001773,0,0.000887,France
0.002299,0,0.009195,0,0.004598,0.289655,0.004598,0.066667,0,0.002299,0.262069,0.002299,0,0.029885,0.016092,0.098851,0,0,0,0.013793,0.158621,0,0,0,0.002299,0,0.004598,0,0.002299,0,0,0,0,0.027586,0,0,0,0,0.002299,0,France
0.584615,0.007692,0,0.015385,0.015385,0,0.007692,0,0.015385,0.015385,0.169231,0.007692,0,0,0,0,0,0.084615,0,0,0.015385,0,0,0,0,0,0.046154,0,0,0.007692,0,0,0,0.007692,0,0,0,0,0,0,France
0,0.005076,0,0.005076,0,0,0.055838,0.28934,0,0,0,0.543147,0,0,0,0,0.035533,0.020305,0,0,0,0,0,0,0,0,0,0,0,0.015228,0.015228,0,0,0,0,0,0,0.015228,0,0,France
0,0,0,0,0.2,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,France
0.032301,0,0,0.044415,0,0.004038,0,0,0,0.004038,0.002692,0.001346,0,0.472409,0.002692,0,0,0.020188,0,0,0,0,0,0,0.092867,0,0.084791,0,0,0,0.091521,0.006729,0,0,0.017497,0.079408,0,0.036339,0.005384,0.001346,France
0.004342,0,0,0.000289,0.009551,0,0.419103,0.045441,0.000289,0,0,0,0.290304,0.006078,0.203763,0.000289,0.001447,0,0.004052,0,0.000579,0,0.000868,0,0.000868,0,0,0,0,0.01042,0,0,0.001447,0.000289,0,0.000289,0,0,0.000289,0,France
0.625418,0,0,0.110368,0.003344,0.076923,0,0,0.040134,0,0.023411,0.006689,0.003344,0,0,0.09699,0,0,0,0,0,0,0,0,0,0,0.003344,0,0.010033,0,0,0,0,0,0,0,0,0,0,0,France
0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,France
0.002018,0,0,0.003027,0,0,0,0,0,0,0.082745,0.006054,0,0,0,0,0,0,0,0,0.906155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,France
0,0.018182,0,0,0,0,0,0.242424,0,0,0,0.727273,0,0,0,0,0,0,0,0,0,0,0,0.006061,0,0,0.006061,0,0,0,0,0,0,0,0,0,0,0,0,0,France
0.000841,0.970563,0,0,0,0,0.027754,0,0,0,0,0,0.000841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,France
0.030954,0,0.00379,0.016425,0,0,0.008844,0,0,0,0,0.000632,0.001263,0.242577,0.667088,0,0,0,0.001263,0,0,0,0.005054,0,0,0,0.011371,0,0,0.010739,0,0,0,0,0,0,0,0,0,0,France
0.010638,0.021277,0,0,0.021277,0,0,0,0.074468,0,0,0.031915,0,0.074468,0.531915,0.095745,0.021277,0,0,0,0,0,0,0,0.021277,0,0,0,0,0,0,0,0.074468,0.021277,0,0,0,0,0,0,France
0.347267,0,0,0,0,0,0,0.012862,0,0.041801,0.11254,0.012862,0,0,0,0,0.073955,0,0,0.012862,0,0,0,0,0,0,0.350482,0,0,0.028939,0,0,0,0,0,0,0,0,0,0.006431,France
0,0,0,0.006369,0,0,0.006369,0.786624,0.038217,0.003185,0.009554,0.015924,0.044586,0,0,0,0.028662,0,0,0,0,0,0,0,0.006369,0.019108,0.003185,0,0,0,0,0,0,0,0.003185,0.028662,0,0,0,0,France
0.009688,0,0,0,0,0.981701,0,0,0,0,0.00148,0.000404,0,0,0,0,0,0,0,0,0,0,0,0,0.003498,0,0.001884,0,0,0,0,0.000807,0,0,0,0,0,0,0,0.000538,France
0.03719,0.001377,0,0.008264,0.013774,0.107438,0.034435,0,0.225895,0,0.006887,0,0.015152,0,0,0.002755,0.209366,0,0,0.049587,0.115702,0,0,0,0,0,0,0,0.033058,0.052342,0,0,0,0,0.002755,0,0,0.070248,0.013774,0,France
0,0,0,0,0.010695,0.010695,0.160428,0.016043,0,0,0,0.016043,0.02139,0.032086,0.106952,0,0.005348,0,0,0,0.042781,0,0,0,0,0,0.010695,0,0,0,0,0,0.005348,0,0,0.534759,0,0.010695,0.016043,0,France
0.089286,0.005952,0,0.011905,0,0,0.27381,0.011905,0,0,0.303571,0.005952,0,0,0,0.059524,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0.059524,0,0.053571,0,0,0,0,France
0.005495,0,0,0,0.162088,0,0,0.468407,0.009615,0,0.004121,0.063187,0,0,0.019231,0,0.002747,0.013736,0,0,0,0,0,0.09478,0,0,0.004121,0,0,0.048077,0,0,0.002747,0,0.002747,0,0.098901,0,0,0,France
0.002008,0,0,0,0.177209,0.008032,0,0.039157,0.083333,0,0.149598,0,0,0.181727,0.045181,0,0.001004,0.037149,0.001004,0.000502,0.019578,0.01004,0.01004,0.179719,0.009036,0,0.024598,0.004518,0.001004,0.000502,0,0,0.003012,0.003012,0,0.004016,0.002008,0.002008,0.000502,0.000502,France
0,0.413099,0.025247,0,0,0,0.000366,0,0,0,0.095134,0,0,0.001098,0.009513,0.055982,0.102817,0.002195,0.001464,0.012075,0.022686,0.03037,0.001829,0.005488,0,0.006586,0.002195,0.05086,0.109404,0.01427,0,0,0.004025,0,0.001464,0.013172,0,0.002927,0.015734,0,France
0,0,0,0.166667,0,0,0,0,0,0.166667,0.166667,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,France
0.006173,0.187243,0.061043,0.013032,0,0.008916,0,0.034294,0,0,0.096022,0,0,0.075446,0.050754,0.04321,0.052126,0.014403,0.000686,0.007545,0.072702,0.005487,0.008916,0.073388,0.000686,0.004115,0.015089,0,0.008916,0.009602,0.05487,0,0.036351,0.015775,0.014403,0.016461,0.009602,0.002058,0.000686,0,France
0.006218,0,0,0,0.001979,0.885529,0.001413,0,0.000848,0,0,0,0.069813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011588,0,0,0,0,0.022612,0,0,0,0,0,0,0,0,France
0.001371,0.165182,0.026731,0.001028,0,0.07231,0.000685,0.001028,0,0,0.137423,0,0.00377,0.002742,0.012337,0.069911,0.049006,0.07231,0.012337,0.151474,0.066484,0.015764,0.008568,0.042495,0.001371,0,0.008568,0.000685,0.003427,0.008568,0.014736,0,0.018506,0.001371,0.007882,0.016792,0.001714,0.000343,0.002399,0.000685,France
0.227273,0,0,0.181818,0,0.045455,0,0.136364,0,0,0,0.409091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,France
0.03912,0,0,0.01467,0,0.017115,0.01467,0.706601,0,0,0,0.002445,0,0.00489,0.017115,0.03912,0,0,0,0,0.00489,0,0,0.002445,0,0,0.031785,0,0.002445,0.012225,0,0,0.017115,0,0,0,0,0.07335,0,0,France
0.014925,0,0,0.014925,0,0.059701,0,0,0,0,0,0.014925,0,0,0,0,0,0,0,0,0,0,0,0,0.522388,0,0.164179,0,0,0,0,0,0,0,0,0.208955,0,0,0,0,France
0.011806,0.157615,0.00059,0.008264,0,0.005903,0.016529,0.030106,0,0.002361,0.122196,0.002361,0.003542,0.009445,0.011216,0.016529,0.163518,0.009445,0,0.099174,0.170012,0.061983,0,0.014168,0,0,0.009445,0,0.025974,0.008264,0.003542,0.00059,0,0.001181,0.003542,0.025384,0.00059,0,0.004723,0,France
0.001324,0,0,0,0,0.287227,0.010589,0,0.006618,0,0.174057,0.001324,0.008604,0,0,0.056254,0.2045,0.001985,0,0.077432,0.072138,0.052945,0,0,0,0,0.02184,0,0.023163,0,0,0,0,0,0,0,0,0,0,0,France
0.009091,0,0,0.063636,0.009091,0.036364,0.018182,0,0.004545,0,0.018182,0.168182,0,0.040909,0,0,0.036364,0,0,0,0,0,0,0,0,0,0.595455,0,0,0,0,0,0,0,0,0,0,0,0,0,France
0.158849,0,0,0,0,0.195096,0,0.006397,0,0.070362,0,0.003198,0.001066,0,0,0,0.492537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072495,0,0,0,0,0,France
0,0,0,0,0,0.015748,0,0,0,0,0.023622,0,0,0.181102,0.409449,0.031496,0,0,0.015748,0,0,0,0.007874,0.062992,0,0.149606,0,0,0,0,0,0,0.055118,0,0.015748,0,0,0,0.031496,0,France
0.0181,0.176471,0.004525,0,0,0,0.0181,0.217195,0,0,0.013575,0,0.013575,0,0,0.004525,0,0,0,0,0.076923,0,0,0.266968,0,0,0.013575,0,0.00905,0.126697,0,0,0,0,0,0,0,0,0.036199,0.004525,France
0.560976,0.02439,0,0,0,0,0,0,0,0,0.012195,0.060976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329268,0.012195,0,0,0,0,0,0,0,0,0,0,0,0,France
0.000231,0.873587,0.009227,0.001153,0,0.000461,0.000231,0.002537,0,0,0.006228,0,0,0.007843,0.027682,0,0.010611,0.004383,0.001615,0.000692,0.005536,0,0.001153,0.001615,0,0.000692,0.001153,0,0.009227,0.007151,0.006228,0,0.012457,0,0,0.002537,0,0,0.005767,0,France
0.78125,0,0,0,0,0,0,0,0,0,0,0.203125,0,0,0,0,0,0,0,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,France
0.030675,0,0,0.01227,0.07362,0.030675,0,0.030675,0.147239,0,0.128834,0.09816,0,0.282209,0.018405,0.02454,0.02454,0,0,0,0.018405,0,0,0,0,0,0.01227,0,0,0,0,0,0.067485,0,0,0,0,0,0,0,France
0.11465,0.000796,0,0,0,0.018312,0,0.000796,0,0,0.531847,0,0,0,0,0,0.002389,0.134554,0,0,0.001592,0,0.002389,0,0.063694,0,0,0,0.006369,0,0,0,0.000796,0,0.097134,0,0,0.024682,0,0,France
0,0,0,0.25,0,0,0,0,0,0,0,0.416667,0,0.166667,0,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,France
0,0,0,0.002146,0,0.063662,0,0,0.002146,0.003577,0.063662,0.000715,0,0.276109,0,0.092275,0,0.074392,0.070815,0.01073,0.025751,0.032189,0.006438,0.037911,0,0,0.040773,0,0.011445,0,0.015737,0.01216,0.067239,0.017883,0,0.023605,0.007868,0.004292,0.033619,0.002861,France
0.10998,0,0.219959,0.101833,0,0.002037,0,0,0.008147,0,0.040733,0,0,0.093686,0,0.026477,0.00611,0.04888,0,0.04888,0.002037,0.014257,0,0,0,0,0.107943,0,0.07332,0,0.046843,0,0.02444,0,0.01833,0,0,0,0,0.00611,France
0.000943,0,0,0,0.001887,0.012264,0,0.684906,0.011321,0,0.031132,0.00566,0,0,0,0.025472,0.054717,0,0,0.025472,0.086792,0,0,0,0,0,0.000943,0,0.046226,0.012264,0,0,0,0,0,0,0,0,0,0,France
0,0,0,0,0,0.011696,0,0,0.011696,0,0,0,0,0.71345,0,0.01462,0.008772,0,0,0,0.04386,0,0,0,0,0.023392,0.011696,0,0,0.02924,0,0,0.070175,0,0.005848,0.005848,0.026316,0.023392,0,0,France
0.002801,0.02521,0,0.10084,0,0,0,0.07563,0,0.005602,0,0.002801,0,0.064426,0.095238,0,0.030812,0.011204,0,0.019608,0,0,0,0,0.002801,0.207283,0.005602,0,0.002801,0.019608,0.033613,0.092437,0,0,0.047619,0.112045,0,0.042017,0,0,France
0.007045,0,0,0.005284,0.000881,0.014091,0.029062,0,0.01365,0,0.049317,0,0.014971,0.081902,0.008807,0.036988,0.054601,0.166887,0,0,0,0.376046,0.000881,0.018054,0.001321,0.01321,0.014971,0,0.006605,0.005724,0.015412,0,0.011889,0.029502,0.017613,0,0.001761,0,0.003523,0,France
0.010526,0,0,0,0.042105,0.105263,0.010526,0,0.063158,0,0.021053,0.042105,0,0.010526,0,0.031579,0,0,0.010526,0.042105,0.052632,0,0,0.242105,0,0,0.052632,0,0,0.031579,0.178947,0,0.052632,0,0,0,0,0,0,0,France
0.001422,0,0,0.004266,0.006043,0,0,0.009598,0.006043,0.000355,0.504444,0,0,0.004621,0.022041,0.078208,0.061856,0.049058,0.000355,0.075009,0.002488,0.00391,0.00391,0.002488,0.08283,0,0.026306,0.041948,0,0,0,0,0.009598,0,0,0,0.002133,0,0,0.001066,France
0.019659,0.839231,0.001747,0,0.011796,0.010485,0.000437,0.000874,0.002621,0.000437,0.008301,0,0,0.000437,0.005242,0.004369,0,0.012232,0,0.003495,0,0,0.000437,0.007427,0.000437,0.005242,0.029707,0,0.003932,0.002621,0.004369,0,0.018785,0.000437,0.000437,0,0.000437,0,0.004369,0,France
0.017638,0,0,0.00245,0.006369,0.150416,0,0.037237,0.00294,0.00196,0.022538,0.00098,0.00049,0.210191,0.197942,0.087702,0.035767,0,0,0,0,0.054875,0,0.028417,0,0,0.032337,0.00245,0.00392,0.014209,0.022048,0,0.024498,0.015189,0.00196,0,0.007349,0.011269,0.006369,0.00049,France
0,0,0.005929,0.017787,0,0.067194,0,0,0,0,0.075099,0.001976,0,0.005929,0,0,0.158103,0.209486,0,0.047431,0,0,0,0.029644,0.025692,0.003953,0,0,0.33004,0.003953,0,0,0,0,0.009881,0.005929,0,0,0,0.001976,France
0.008837,0,0,0.007364,0,0,0.011782,0,0,0.001473,0.543446,0.025037,0.004418,0,0,0,0,0.008837,0,0.022091,0,0.313697,0,0,0,0,0,0,0,0,0.053019,0,0,0,0,0,0,0,0,0,France
0.128205,0,0,0,0,0,0,0,0,0,0,0.871795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,France
0,0,0.253209,0,0.062427,0.080513,0,0,0.032089,0.056593,0.016336,0.00175,0.194866,0,0.012835,0.014002,0.046674,0,0.011669,0,0.001167,0,0.005834,0.191365,0,0,0,0,0,0.002334,0,0,0.014002,0,0,0,0.001167,0,0.001167,0,France
0.004587,0,0,0,0,0.002752,0.825688,0,0,0,0.00367,0.000917,0.000917,0.081651,0,0,0,0,0,0,0.06789,0.00367,0,0.002752,0,0,0,0.000917,0,0,0.00367,0,0,0,0.000917,0,0,0,0,0,France
0.002389,0,0,0.013142,0.010155,0,0.000597,0.017324,0.003584,0.003584,0.112903,0.002987,0,0.232975,0.14994,0.032855,0.030466,0.012545,0.130227,0.001195,0.001792,0.000597,0.054361,0.021505,0,0,0.005376,0,0.014934,0.053166,0.000597,0,0.044205,0,0.010155,0,0.005974,0.019116,0.01135,0,France
0.026549,0,0,0.292035,0,0,0,0,0,0.19469,0,0.088496,0,0,0,0,0.39823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,France
0,0.15624,0.021516,0,0.000331,0.008275,0.021847,0.009268,0,0,0.007282,0,0.000993,0.19232,0.027805,0.082754,0.05859,0.008606,0.120821,0.008275,0.027474,0,0.021185,0.08143,0.000331,0.000993,0.000662,0,0.008937,0.02615,0.026812,0,0.041708,0,0.008606,0.002317,0.007613,0.008275,0.012579,0,France
0.004332,0.000722,0,0.00722,0,0,0.002888,0.00361,0,0.000722,0.224549,0,0.000722,0.217329,0.080866,0.111191,0.114801,0.015884,0.064982,0.012996,0.06065,0.001444,0.002888,0.000722,0,0,0.025271,0.012996,0,0.012996,0,0,0.007942,0.000722,0,0,0.000722,0.009386,0,0.001444,France
